author,desc,genre,homepage,language,name,price,rating,release,require,time,url,version,vote_all,vote_cur
"Confederación de Asociaciones de Agentes Aduanales de la República Mexicana, A.C.","Ahora puedes descargar la revista oficial de CAAAREM Aduanas en tu iPad, iPod y iPhone.Con esta aplicación podrás:- Abrir la aplicación directamente desde el Quiosco o Newsstand- Visualizar la portada del número más reciente- Descargar nuevos números de manera automática- Mediante la suscripción se te enviarán los nuevos números en el momento que sean publicados- Visualizar los artículos de interes en pantalla completa o en formato de libreo- Navegar a través de las imágenes miniatura- Visualizar contenido digital exclusivo para la versión iPhone / iPad tal como videos y galerías- Consultar los números descargados sin conexión a Internet",新闻,https://itunes.apple.com/cn/artist/caaarem/id583982028,英文,CAAAREM,免费,限4岁以上,2013年04月25日,需要 iOS 5.1 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364460,https://itunes.apple.com/cn/app/caaarem/id583982025?mt=8,1.4,,
"Bluepaper, LLC","Apartment Management Magazine is a resource for over 84,000 Multi-Family Property Owners a month across Southern California!  Founded in 1958, apartment industry professionals from Los Angeles to San Diego seeking property management services, maintenance services and tips, legal services and advice, and more, have trusted Apartment Management Magazine for over 50 years! AMM Orange County provides insight to the Multi-Family industry as a whole.  This magazine supplies tips and tools necessary for successful Property Management across Orange County.",商业,https://itunes.apple.com/cn/artist/bluepaper-llc/id471061901,英文,Apartment Management Magazine – Orange County,免费,限4岁以上,2012年11月05日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364461,https://itunes.apple.com/cn/app/apartment-management-magazine/id572801192?mt=8,2.0.0,,
Editoriale Duesse S.P.A.,"E’ il mensile B2B che nasce con lo scopo di favorire il dialogo tra l’industria del mondo del giocattolo e gli operatori della distribuzione attraverso un’informazione affidabile, concreta e puntuale che metta in risalto non solo i prodotti, ma anche i personaggi e le realtà distributive che compongono il mercato. Toy Store propone  occasioni di confronto e scambio di opinioni tra i protagonisti del mercato attraverso interviste, inchieste di mercato, analisi di tendenze, strategie di marketing e distributive fino a nuove opportunità di business. In più, sfruttando la connessione a Internet, la lettura può diventare un viaggio multimediale con contenuti extra.Scaricate subito l’app che, gratuitamente vi consentirà l’accesso illimitato a tutti i contenuti attraverso iTunes. Potete anche abbonarvi gratuitamente per ricevere i download automatici (privacy policy http://www.e-duesse.it/var/storage/privacy-it.html)Per ricevere supporto o per qualsiasi segnalazione, inviate una mail a: editorialeduesse@e-duesse.it",新闻,https://itunes.apple.com/cn/artist/editoriale-duesse-s.p.a./id379623841,意大利文,Toy Store,免费,限4岁以上,2013年09月04日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364462,https://itunes.apple.com/cn/app/toy-store/id619251563?mt=8,7.6.1,,
ITP Consumer Publishing Ltd,"Arabian Business is the leading business publication in the GCC. The magazine regularly interviews senior business figures from the region, analyses the latest trends and provides invaluable insights into new market opportunities. It also publishes a number of lists, including the world’s richest Arabs, world’s most powerful Arabs, and richest Indians in the GCC.Download the Arabian Business app today and be the first to read the latest issue of the magazine on your device. The app is being offered for free for a limited time only. Download now and gain access to our fantastic bonus archive feature.App features include:•Archives dating back to 2010•Search functionality to find keywords in the text•Downloadable magazines to read at a later date and on the go•New issues uploaded every month",商业,https://itunes.apple.com/cn/artist/itp-publishing/id375636981,"丹麦文, 俄文, 意大利文, 法文, 英文, 葡萄牙文, 西班牙文",Arabian Business English Magazine,免费,限4岁以上,2013年09月22日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364464,https://itunes.apple.com/cn/app/arabian-business-english-magazine/id690033942?mt=8,2.9.4.3181,,
Incisive Media,"Insurance Risk delivers risk and capital management intelligence to the general insurance industry. Insurance Risk is the only magazine and iPad app focusing on risk management, capital finance and valuation for the insurance industry. It focuses on the sophisticated risk management techniques the industry needs to embrace in response to the ongoing changes and challenges in the insurance industry and Solvencey 2. Insurance Risk takes pride in its superior editorial quality, each article is written and researched by experienced and qualified journalists who provide you with real added-value content.Insurance Risk is an extensive information resource keeping you updated daily online, twice-weekly via email alerts and monthly in print and our tablet app.Available via an annual subscription or as part of a corporate licence to Risk.net, this app will allow you to read Insurance Risk at a time and place that suits you as well as ensuring you get access to the information as soon as it’s published.  If you have any questions about the Insurance Risk app or a subscription then please call on +44 (0)20 7968 4618.  Alternatively, single issues of Insurance Risk are available to download via the app for £129.99, or you can take out a six month subscription for £399.99. Your iTunes account will be charged when you choose to purchase a subscription.  At the end of the six month period your subscription will renew unless you choose to cancel (see below).  Your iTunes account will be charged the renewal cost for the as applicable within 24 hours prior to the end of the current subscription period.  You may manage your subscription, or cancel the auto renewal, at any time via your iTunes Account settings.  However, subscription sales are final. If you choose to cancel your subscription will cease at the end of the current period - no refunds will be given.",商业,https://itunes.apple.com/cn/artist/incisive-media/id355023054,"匈牙利文, 德文, 日文, 法文, 英文, 荷兰文",Insurance Risk Magazine,免费,限4岁以上,2014年02月11日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364465,https://itunes.apple.com/cn/app/insurance-risk-magazine/id585216640?mt=8,1.0.2,,
Thomson Reuters,Use the Westlaw® Portfolio app for the iPad to get an insider’s look at new and trusted legal resources that can help you advise your clients on the impact of changing laws and regulations in fast-moving areas of law. Every issue includes audio and video interviews with attorney-authors and other legal experts who discuss their books and new developments in their practice areas. You’ll also find free articles and dozens of excerpts from our best-selling books and periodicals.,参考,https://itunes.apple.com/cn/artist/thomson-reuters/id314213170,英文,Westlaw Portfolio,免费,限4岁以上,2014年03月24日,需要 iOS 6.0 或更高版本。与 iPad 兼容。,1397364466,https://itunes.apple.com/cn/app/westlaw-portfolio/id474348357?mt=8,2,,
Dentaltown.com LLC,"It is now easier than ever to enjoy Orthotown Magazine – the leading monthly publication for the dental profession. Available for free on your iPad and in print, Orthotown Magazine delivers timely, informative articles and exciting new product information relevant for today’s practicing dental professionals.",医疗,https://itunes.apple.com/cn/artist/farran-media/id607125647,"法文, 英文",Orthotown Magazine,免费,限4岁以上,2013年10月20日,需要 iOS 4.3 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364467,https://itunes.apple.com/cn/app/orthotown-magazine/id622638136?mt=8,1.0.26.13597,,
Paloma Herrera Paris,"Holistic Animal Magazine helps people create a more harmonious and joyful relationship with the animal companion. It covers subjects like nutrition, health, animal communication, positive education and lifestyle of animals.Holistic Animal Magazine hilft Menschen eine harmonische und freudvolle Beziehung zu ihren Tiergefährten aufzubauen. Es deckt Themen wie Ernährung, Gesundheit, Tierkommunikation, positive Ausbildung und Lebensstil ab.Holistic Animal Magazine Subscription available: A single issue for €2.69 (non-subscription) 1-month subscription for €2.46, automatically renewed until canceled Payment for all purchases will be charged to your iTunes account at the confirmation of your purchase.SUBSCRIBERS' AUTOMATIC-RENEWAL FEATURE: Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. your iTunes account will automatically be charged at the same price for renewal 24-hours prior to the end of the current period (another year for annual subscribers, another month for monthly subscribers) unless you change your subscription preferences in your account settings. You can manage your subscriptions through your Account settings after purchase. No cancellation of the current subscription is allowed during active subscription period. Please go to http://www.tiertalk.ch/en/home-en/privacy-policy/ for more information",生活,https://itunes.apple.com/cn/artist/paloma-herrera-paris/id715265317,"丹麦文, 俄文, 匈牙利文, 德文, 意大利文, 日文, 法文, 泰文, 英文, 葡萄牙文, 西班牙文",Holistic Animal Magazine,免费,限4岁以上,2013年10月15日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364255,https://itunes.apple.com/cn/app/holistic-animal-magazine/id715265314?mt=8,4.5.1,,
"Guerrero Howe, LLC","Now available on the iPad: New American Luxury, exclusively for the luxury trade professional. In the Jan/Feb/March 2012 issue, you’ll find iPad-exclusive content that gives a more in-depth, behind-the-scenes look at dozens of today’s top luxury businesses, from New York City designers to high-end travel services and more.This issue’s highlights include:DESIGN FILE: NEW YORK CITY — Seven businesses showcase the NYC event design, architecture, and interior design scene (leading off with Oliver Stone’s West Village apartment by Geoffrey Bradfield).MARKETING TO THE JET SET — Flexjet president Fred Reid discusses fractional jet ownership and the future of private aviation.ECO-CONSCIOUS FASHION — Piece x Piece owner Elizabeth Brunner designs high-end clothing with fashion-industry waste.OUT OF AFRICA — Ultimate, customized safaris with Singita Game Reserves (view two bonus slideshows—plus an interactive map of resorts—exclusively on the iPad). TREND WATCH: LEATHER &amp; CRYSTAL — The hottest artisanal items made from these two luxurious materials.New American Luxury is the go-to source for high-level professionals in the North American luxury marketplace. The magazine—available in print, online, and tablet editions—features profiles and portfolios of a wide range of firms that excel at providing for high-end clientele. We provide a platform for industry leaders to discuss the challenges they face and the specific strategies they use to successfully overcome those challenges. The mission of New American Luxury is to inform and connect executives in the luxury-trade community. We provide a voice for each segment of this growing marketplace in order to further the dialogue on the future of this eclectic industry.",生活,https://itunes.apple.com/cn/artist/guerrero-howe-llc/id490792388,英文,New American Luxury,免费,限4岁以上,2012年01月03日,需要 iOS 3.2 或更高版本。与 iPad 兼容。,1397364468,https://itunes.apple.com/cn/app/new-american-luxury/id490792385?mt=8,1,,
Duncan McIntosh Company Inc,"Editor &amp; Publisher is the source for newspaper professionals who need information and tools to compete in today’s ever-changing market.It’s a high-tech world that’s changing as fast as some editors change headlines. It’s a world where decisions are critical to a publication’s success. It’s a world where print isn’t dead, but where digital has become a bigger and bigger part of the mix for those who are succeeding. It’s a world where a century-old trade journal, E&amp;P, found new meaning by focusing on and reporting about today’s publishers and what they are doing to change their companies to successfully compete in the new media landscape.   We’re in a period the likes of which no one has seen since the first paper rolled off the presses more than two centuries ago at the nation’s oldest continuously operating newspaper, the Hartford Courant, and E&amp;P informs and stands at the forefront of an industry often denigrated by disinformation that is confused for fact. E&amp;P reports on the industry’s many publishers, circulation, technology, and production people who are creating the media platform for the 21st century. Editor &amp; Publisher was established in 1884.*Back issues and future issues are available for purchase within the App.Future issues are also available through the following auto-renewing subscription(s):-12 Issues (1 Year) at £34.99 / $49.99The subscription will include the current issue if you do not already own it and subsequently published future issues. Payment will be charged to your iTunes Account at confirmation of purchase. This subscription will automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period, your account will be charged for renewal within 24-hours prior to the end of the current period. The cost of the renewal will match the initial subscription price.You may turn off auto-renewing subscriptions by going to your user’s Account Settings after purchase. No cancellation of the current subscription is allowed during your active subscription period. Please find our Terms and Conditions and Privacy Policy here: http://www.pixelmags.com/t+c/current/",商业,https://itunes.apple.com/cn/artist/duncan-mcintosh-company-inc/id501958164,"俄文, 日文, 英文, 荷兰文",Editor & Publisher Magazine,免费,限4岁以上,2013年10月16日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364470,https://itunes.apple.com/cn/app/editor-publisher-magazine/id501959553?mt=8,3.1.4,,
MagazineCloner.com Limited,"Welcome to Enterprise Management 360 a thought provoking must read publication, for any senior executive within larger companies and small to medium enterprises. This magazine is written by industry analysts for the conscientious decision maker.Enterprise Management 360 (EM360) provides the reader with the latest industry news, interviews, videos and podcasts with key industry leading analysts and the world’s biggest business decision makers. We regularly work with IBM, Microsoft, EMA, Gartner, Emerson and SAP to discuss issues and advice to our readers on the latest trends including cloud computing, infrastructure management, IT security, information management, big data and virtual desktops.-------------------- Paid for app downloads include one issue of the user’s choice. Free app downloads come with no free issue unless otherwise stated. Within the app users can purchase the current issue and back issues. Further future issues and back issues can be purchased within the app. Subscriptions are also available within the application. A subscription will start from the next released issue. Available subscriptions are: 12 months: £5.49/ US$7.99 (4 Issues)-The subscription will renew automatically unless cancelled more than 24 hours before the end of the current period, you will be charged for renewal within 24 hours of the end of the current period, for the same duration and at the current subscription rate for the product. -You may turn off the auto-renewal of subscriptions through your Account Settings, however you are not able to cancel the current subscription during its active period. -Payment will charged to your iTunes account at confirmation of purchase and any unused portion of a free trial period, if offered, will be forfeited when a subscription to that publication is purchased Bundles of single issues can be also be bought within the application. To use purchased credits, simply click on the issue price and select ‘use credit’. This allows you to purchase back issues at reduced prices. Users can register for/ login to a pocketmags account in-app. This will protect their issues in the case of a lost device and allow browsing of purchases on multiple platforms. Existing pocketmags users can retrieve their purchases by logging into their account. We recommend loading the app for the first time in a wi-fi area so that all issue data is retrieved. If your app will not load past the splash page after a first install or an update please delete and reinstall the app from the App Store Help and frequently asked questions be accessed in-app and on pocketmags. If you have any problems at all please do not hesitate to contact us: help@pocketmags.com -------------------- You can find our privacy policy here: http://www.pocketmags.com/privacy.aspx You can find our terms and conditions here: http://www.pocketmags.com/terms.aspx",商业,https://itunes.apple.com/cn/artist/magazinecloner.com-limited/id373521339,英文,Enterprise Management 360 - The Independent Resource for Enterprise Executives,免费,限4岁以上,2014年01月28日,需要 iOS 4.3 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364471,https://itunes.apple.com/cn/app/enterprise-management-360/id415303064?mt=8,4.9.39,,
P1 Digital Media Ltd,"BLADES for iPad takes you into the world of helicopters and brings the best of rotary flight to your fingertips.BLADES has carved a space for itself as the most exciting and fun magazine for helicopters owner, pilots, and operators worldwide. The new BLADES for iPad app adds to the mix of features, news, reviews and flight tests with extra pictures, data, details, and video to create a fully interactive and multimedia app.BLADES visits the major events like Heli-Expo, Helitech, NBAA, and EBACE to bring you latest news from the world of commercial and business helicopter flying. New models, new developments, and updates are all at the heart of BLADES news.We also test the most vital new kit for helicopters, and flight test models as diverse as classic M*A*S*H Bell 47s to the newest Eurocopter EC135 Hermes, drawing from the vast experience of our contributors which include the legendary Dennis Kenyon – former world freestyle helicopter champion.BLADES is created not just for commercial operators and owners, but also the private helicopter community, and tackles aspects of owning and flying relevant to any pilot worldwide. This app includes your iPad reader and a library facility.",生活,https://itunes.apple.com/cn/artist/p1-digital-media-ltd/id441383246,"丹麦文, 乌克兰文, 俄文, 匈牙利文, 博克马尔文，挪威文, 土耳其文, 德文, 意大利文, 捷克文, 日文, 法文, 波兰文, 瑞典文, 芬兰文, 英文, 荷兰文, 葡萄牙文, 西班牙文, 韩文",BLADES Magazine,免费,限4岁以上,2014年02月14日,需要 iOS 6.0 或更高版本。与 iPad 兼容。,1397364472,https://itunes.apple.com/cn/app/blades-magazine/id482096811?mt=8,4,,
Five International Kft.,"Hírek, újdonságok, érdekességek a polgári, katonai, sportrepülés és űrkutatás világából, repüléstörténettel, repülésbiztonsággal kapcsolatos cikkek, riportok, elemzések olvashatóak, repülőmúzeum és makett ajánlók, színes, érdekes, élvezetes olvasmány a repülést kedvelők számára.A digitális magazinolvasó alkalmazás ingyenesen letölthető.Az olvasó alapfunkciói:- magazinok megnyitása- álló ás fekvő nézetben olvasási lehetőség- nagyíthatóság- interaktivitások kiadványonként változó mennyiségben: videó és galéria tartalmak, belső és külső linkek- Push notification- Inapp vásárlási lehetőség- könyvjelző funkció- kedvencek funkció- legutoljára megnyitott és értékelési lehetőség funkció-keresés minden letöltött kiadványban.A programban van mód a magazinok lapszámonkénti megvásárlására, előfizetési lehetőségre is, továbbá 1 havi úgynevezett „auto-renewable” előfizetésre is. Figyelmeztetünk, hogy az előfizetés lejárata előtti 24 órával automatikusan levonásra kerül 1,79 EUR (az előfizetés ára)! Az előfizetés automatikusan frissül, kivéve, ha Ön szándékosan azt kikapcsolja minimum 24 órával az előfizetés időszak lejárása előtt! Az előfizetés kikapcsolása megtehető a készüléken a Beállítások menüben.Az automatikusan megújuló előfizetések leállításának módjáról itt tájékozódhat: http://support.apple.com/kb/HT4098?viewlocale=hu_HU&amp;locale=hu_HUMinden vásárlás során az Ön iTunes accountjához rendelt fizetési módon fizet az Apple biztonságos rendszerén keresztül.Kérdés (vagy vélemény) esetén forduljon hozzánk bizalommal: ugyfelszolgalat@dimag.hu  A dimag rendszerről a http://www.dimag.hu/oldalak/altalanos_Szerzodesi_Feltetelek linken kaphat további tájékoztatást.",娱乐,https://itunes.apple.com/cn/artist/five-international-kft/id443423052,"匈牙利文, 英文",Aeromagazin,免费,限4岁以上,2014年03月05日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364473,https://itunes.apple.com/cn/app/aeromagazin/id827693826?mt=8,1.2.0,,
Elsevier Inc.,"Gastroenterology, Official Journal of the AGA InstituteNow itís easy to stay current with the most prominent journal in the field of gastrointestinal disease. The Gastroenterology iPad app brings you the convenience of reading your favorite journal from anywhere in the world with just a tap.-Browse each new monthly issue -Read new Online First articles throughout the month -Play in-article videos-Save articles on your device-Bookmark key articles and take notes for follow-up later-Email useful images or articles-Post useful articles on your Facebook or Twitter account for colleague awareness-Search the locally stored contentABOUT GASTROENTEROLOGYGastroenterology, the official journal of the AGA Institute, delivers up-to-date and authoritative coverage of both basic and clinical gastroenterology. Regular features include articles by leading authorities and reports on the latest treatments for diseases. Original research is organized by clinical and basic-translational content, as well as by alimentary tract, liver, pancreas, and biliary content. Gastroenterology also bridges the gap between basic and clinical science by publishing comprehensive reviews and perspectives on important topics such as pancreatitis and liver disease.Subscriptions to GastroenterologyA single issue of the journal for $39.991-year subscription to the journal for $499.99, with additional free 3 monthsPayment for all purchases will be charged to your iTunes account upon confirmation of purchase.SUBSCRIBERSí AUTO-RENEW FEATUREYearly subscriptions will automatically renew each year unless you cancel. You can cancel at any time and up to 24 hours before your current subscription expires. Your iTunes account will automatically be charged the same price for the renewal within 24 hours prior to the end of the current period unless you change your subscription preferences in your iTunes Account Settings. You can manage your subscriptions through your Account Settings after purchase. No cancellation of the current subscription is allowed during the active subscription period.Our privacy policy is here: http://www.elsevier.com/EULA_Apple_apps",医疗,https://itunes.apple.com/cn/artist/elsevier-inc./id367031326,英文,"Gastroenterology, Official Journal of the AGA Institute",免费,限4岁以上,2013年07月15日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397364475,https://itunes.apple.com/cn/app/gastroenterology-official/id534536512?mt=8,3.8.10,,
ITP Consumer Publishing Ltd,"Commercial Interior Design is the leading design trade publication in the Middle East. The region has one of the world's most dynamic interior development environments, whether it's for retail, office or hospitality spaces.This busy market is worth billions and attracts a host of local businesses and massive international names to design everything from hotel concepts, to department stores and corporate HQs. Download the Commercial Interior Design app today and be the first to read the latest issue of the magazine on your iPad or iPhone.The app is being offered for free for a limited time only. Download now and gain access to our fantastic bonus archive feature.App features include:•             Archives dating back to 2010•             Search functionality to find keywords in the text•             Downloadable magazines to read at a later date and on the go•             New issues uploaded every month",商业,https://itunes.apple.com/cn/artist/itp-publishing/id375636981,"丹麦文, 俄文, 意大利文, 法文, 英文, 葡萄牙文, 西班牙文",Commercial Interior Design,免费,限4岁以上,2013年08月19日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364475,https://itunes.apple.com/cn/app/commercial-interior-design/id684278032?mt=8,1,,
Medicine Today Pty Ltd,"Medicine Today is the only monthly, independent, peer-reviewed journal of clinical medicine for Australian general practitioners, specialists and other health professionals now available on iPad. Written and refereed by doctors, its content is clinically focused, practical, evidence-based and well illustrated, designed to meet the needs of busy doctors.We aim to provide general practitioners with credible, reliable and interesting clinical material to help them:•sharpen their skills in diagnosis and management in their day-to-day practice•improve standards of patient care•review and update their knowledge of best practice medicine.Our content is also aimed at specialists reading outside their own field to help them stay informed about advances in general medicine.  This app provides links to the Medicine Today website that, in addition to the current issue, contains an archive of:- More than 1500 peer-reviewed clinical articles- More than 200 CPD modules- More than 50 different medical topics- More than 100 patient handouts, ready to print- More than 200 clinical flowcharts- A dermatology quiz archive- The archive of clinical articles back to 2000Every app issue of Medicine Today includes:•At least four in-depth, fully peer-reviewed feature articlesWritten by senior clinicians, these articles provide practical, evidence-based reviews and clinical information to assist doctors in their day-to-day practice. Clinical flowcharts and patient handouts are published regularly within these articles.•The opportunity to earn CPD/PDP pointsMembers of the Royal Australian College of General Practitioners (RACGP) and the Australasian College of Remote and Rural Medicine (ACRRM) can earn CPD and/or PDP points by completing our educational modules based on our feature articles. The app provides a link to the CPD module for each article on the Medicine Today website. •Regular series – short, concise, fully peer-reviewed articlesA number of short articles on selected areas of medicine are published in each issue. Our regular series include: - Clinical case review- Complementary medicine update- Dermatology clinic- Diabetes clinic- Drug update- Emergency medicine- Gastroenterology clinic (published in association with the Digestive Health Foundation and the Gastroenterological Society of Australia)- Infectious diseases clinic- Innocence revisited- Men's health- Nutrition clinic- Ophthalmology clinic- Pain management- Perspectives in dermoscopy- Practical procedures- Psychological medicine- Reflections- Rheumatology clinic (published in association with the Australian Rheumatology Association)- Sports medicine- Therapeutics clinic- Travel medicine- Women's health clinicMedicine Today magazine subscriptions available: 1-month subscription (1 issue) for $4.49 AUD, automatically renewed until cancelled 6-month subscription (6 issues) for $24.99 AUD, automatically renewed until cancelled 1-year subscription (12 issues) for $47.99 AUD, automatically renewed until cancelled Payment for all purchases will be charged to your iTunes account at the confirmation of your purchase. Your subscription automatically renews until auto-renew is turned off at least 24-hours before the end of the current period. Your iTunes account will automatically be charged at the same price for renewal within 24-hours prior to the end of the current period (another 2 months for bimonthly subscribers) unless you change your subscription preferences in your account settings. You can manage your subscriptions through your Account Settings after purchase. No cancellation of the current subscription is allowed during an active subscription period. For our privacy policy and terms of use, please visit: http://www.medicinetoday.com.au/home/pages/view/privacy-policy",医疗,https://itunes.apple.com/cn/artist/medicine-today/id666623267,英文,Medicine Today,免费,您必须年满 17 周岁才能下载此 App。,2013年12月17日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397364477,https://itunes.apple.com/cn/app/medicine-today/id666623264?mt=8,1.0.14,,
Volvo Construction Equipment SA,"The green mine of ChinaIn the newest edition of Spirit magazine we learn how Volvo is working in Sichuan, China where strict environmental requirements apply to the choice of machinery without compromising efficiency. This edition also looks at the first Blaw Knox pavers fully designed and developed by Volvo while you will not want to miss an example of two companies, KDB Russia and Volvo, working together to develop each other’s businesses and find solutions to the trickiest problems. This edition also captures an interview with Nick Bice, the iron man at the heart of the Volvo Ocean Race revolution and how Volvo articulated haulers helped save lives during the devastating Alberta, Canada floods.",商业,https://itunes.apple.com/cn/artist/volvo-construction-equipment/id485644257,英文,Volvo Spirit Magazine,免费,限4岁以上,2013年06月26日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397364478,https://itunes.apple.com/cn/app/volvo-spirit-magazine/id485644254?mt=8,5,,
Elsevier Inc.,"The Journal of Thoracic and Cardiovascular Surgery Official Publication of The American Association for Thoracic Surgery and The Western Thoracic Surgical AssociationNow itís easy to stay current with the latest research in thoracic and cardiovascular surgery. The Journal of Thoracic and Cardiovascular Surgery iPad app brings you the convenience of reading your favorite journal from anywhere in the world with just a tap.•Browse each new monthly issue and read new Articles in Press throughout the month•Receive automatic notifications of new content•Read abstracts and articles in convenient full-screen reading mode•Swipe between articles for easy issue browsing •Watch in-article videos•Save articles on your device for offline reading•Bookmark key articles and take notes for follow-up later•Email useful images or articles•Post useful articles on your Facebook or Twitter account for colleague awareness•Search locally stored contentMinimum requirements: IOS 5.0Journal subscribers: Log in with the same username and password that grants you access to the full journal content on The Journal of Thoracic and Cardiovascular Surgery website. These credentials will allow full access to all content on the app.ABOUT The Journal of Thoracic and Cardiovascular Surgery Official Publication of The American Association for Thoracic Surgery and The Western Thoracic Surgical AssociationThe Journal of Thoracic and Cardiovascular Surgery presents original, peer-reviewed articles on conditions of the chest, heart, lungs, and great vessels where surgical intervention is indicated. An official publication of The American Association for Thoracic Surgery and The Western Thoracic Surgical Association, the Journal focuses on techniques and developments in cardiac surgery, pacemaker insertion/removal, lung and esophageal surgeries, heart and lung transplantation, and other procedures.iTUNES SUBSCRIPTIONS TO The Journal of Thoracic and Cardiovascular Surgery A single issue of the journal for $37.991-year subscription to the journal for $449.99, with additional free 3 monthsPayment for all purchases will be charged to your iTunes account upon confirmation of purchase.iTUNES SUBSCRIBERSí AUTO-RENEW FEATUREYearly iTunes subscriptions will automatically renew each year unless you cancel. You can cancel at any time and up to 24 hours before your current subscription expires. Your iTunes account will automatically be charged the same price for the renewal within 24 hours prior to the end of the current period unless you change your subscription preferences in your iTunes Account Settings. You can manage your subscriptions through your Account Settings after purchase. No cancellation of the current subscription is allowed during the active subscription period.Our privacy policy is here: http://www.elsevier.com/EULA_Apple_apps",医疗,https://itunes.apple.com/cn/artist/elsevier-inc./id367031326,英文,The Journal of Thoracic and Cardiovascular Surgery,免费,限4岁以上,2013年07月17日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397364479,https://itunes.apple.com/cn/app/journal-thoracic-cardiovascular/id642960065?mt=8,3.8.10,,
Central Weather Bureau Taiwan(R.O.C.),"春夏秋冬 + 風吹日曬,四季及惱人的溫差變化總是令人摸不著頭緒,快拋開以不變應萬變的老方法吧!「生活氣象服務」將天氣動態或地震訊息,第一時間掌握到你手裡。",天气,https://itunes.apple.com/cn/artist/central-weather-bureau-taiwan/id437409931,"简体中文, 英文",生活氣象,免费,限4岁以上,2014年04月03日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397364234,https://itunes.apple.com/cn/app/sheng-huo-qi-xiang/id439181175?mt=8,3.1,"3.5星, 66 份评分",
ELI Edizioni Living International s.r.l,"Conoscere e vivere in armonia con i pet, è questo lo scopo informativo della rivista Quattro Zampe, ricca di approfondimenti, inchieste e consigli.Leader di mercato nell’editoria sul mondo degli animali da compagnia per contenuti, competenza e capacità di anticipare le tendenze, Quattro Zampe crea un mix accattivante d’informazione e intrattenimento, ponendo come protagonista il rapporto uomo-animale, con articoli che aiutano a gestire al meglio il proprio pet.Scarica gratuitamente l’applicazione per accedere al numero corrente.Ricorda: l'app è installabile esclusivamente su iPad Abbonamenti Prezzi e durata: 1 mese (1 numero): € 2,69 (EU), $2.99 (US), £ 1,99 (UK);6 mesi (6 numeri): € 6,99 (EU), $7.99 (US), £ 5,49 (UK);12 mesi (12 numeri): € 13,99 (EU), $14.99 (US), £ 10,49 (UK).• Il pagamento avviene tramite iTunes alla conferma dell'acquisto. • L'abbonamento scelto è automaticamente rinnovato ed addebitato, allo stesso prezzo e per lo stesso periodo, se non disabilitato almeno 24 ore prima della scadenza. • La gestione dell'abbonamento può essere modificata dopo l'acquisto. • Il rinnovo automatico può essere disabilitato tramite la gestione del proprio account iTunes. • L'abbonamento in vigore non può essere annullato durante il suo periodo di validità. • Nel caso il lettore fornisca informazioni personali, queste saranno trattate nel rispetto della privacy secondo la policy indicata: http://www.edizionimorelli.it/servizi/privacy.php ***************************************************** Per qualsiasi informazione o eventuali difficoltà riscontrate con le nostre applicazioni, vi preghiamo di contattarci al seguente indirizzo email: abbonamenti@edizionimorelli.it Il nostro staff sarà lieto di rispondere alle vostre domande e di venire incontro alle vostre esigenze, limitando il più possibile i tempi di attesa. *****************************************************",生活,https://itunes.apple.com/cn/artist/eli-edizioni-living-international/id375370537,意大利文,Quattro Zampe,免费,限4岁以上,2013年11月19日,需要 iOS 6.0 或更高版本。与 iPad 兼容。,1397364256,https://itunes.apple.com/cn/app/quattro-zampe/id377219308?mt=8,3.3.3.17.89459,,
